From,To,Season,Flow,Type
Plant1,Sub8,Winter,391.99307312992113,Facility to Substation
Plant2,Sub1,Winter,1022.7568565620091,Facility to Substation
Plant2,Sub1,Spring,613.6541139372263,Facility to Substation
Plant2,Sub1,Summer,204.55137131244612,Facility to Substation
Plant2,Sub1,Fall,613.6541139372263,Facility to Substation
Plant3,Sub9,Winter,1075.612205924035,Facility to Substation
Plant3,Sub9,Spring,645.367323554421,Facility to Substation
Plant3,Sub9,Summer,215.122441184807,Facility to Substation
Plant3,Sub9,Fall,645.367323554421,Facility to Substation
Plant4,Sub3,Winter,1096.715014467816,Facility to Substation
Plant4,Sub3,Spring,658.0290086805578,Facility to Substation
Plant4,Sub3,Summer,219.34300289348522,Facility to Substation
Plant4,Sub3,Fall,658.0290086805578,Facility to Substation
Plant4,Sub5,Winter,957.1942056127415,Facility to Substation
Plant4,Sub5,Spring,594.6582092449199,Facility to Substation
Plant4,Sub5,Summer,198.21940308151414,Facility to Substation
Plant4,Sub5,Fall,594.6582092449199,Facility to Substation
Plant5,Sub5,Winter,34.27146295174987,Facility to Substation
Plant5,Sub6,Winter,1018.7731249870724,Facility to Substation
Plant5,Sub6,Spring,611.2638749918152,Facility to Substation
Plant5,Sub6,Summer,203.7546249973782,Facility to Substation
Plant5,Sub6,Fall,611.2638749918152,Facility to Substation
Plant6,Sub4,Winter,962.044121760266,Facility to Substation
Plant6,Sub4,Spring,577.2264730561809,Facility to Substation
Plant6,Sub4,Summer,192.40882435209375,Facility to Substation
Plant6,Sub4,Fall,577.2264730561809,Facility to Substation
Plant6,Sub8,Spring,234.43130339472765,Facility to Substation
Plant6,Sub8,Summer,78.14376779821634,Facility to Substation
Plant6,Sub8,Fall,234.43130339472765,Facility to Substation
Plant6,Sub10,Winter,928.9898052617492,Facility to Substation
Plant6,Sub10,Spring,625.679443037282,Facility to Substation
Plant6,Sub10,Summer,208.55981434565334,Facility to Substation
Plant6,Sub10,Fall,625.679443037282,Facility to Substation
Plant7,Sub7,Winter,946.9588596131969,Facility to Substation
Plant7,Sub7,Spring,568.175315767918,Facility to Substation
Plant7,Sub7,Summer,189.3917719226394,Facility to Substation
Plant7,Sub7,Fall,568.175315767918,Facility to Substation
Plant7,Sub10,Winter,114.28225580870756,Facility to Substation
Sub1,City5,Winter,308.777465048556,Substation to Customer
Sub1,City5,Spring,185.26647902913356,Substation to Customer
Sub1,City5,Summer,61.75549300971118,Substation to Customer
Sub1,City5,Fall,185.26647902913356,Substation to Customer
Sub1,City10,Winter,369.880594295038,Substation to Customer
Sub1,City10,Spring,221.92835657702278,Substation to Customer
Sub1,City10,Summer,73.97611885901529,Substation to Customer
