From,To,Season,Flow,Type
Plant1,Sub2,Winter,1399.4117480728128,Facility to Substation
Plant2,Sub2,Winter,332.45262278530936,Facility to Substation
Plant2,Sub3,Winter,1.694426731005078,Facility to Substation
Plant3,Sub1,Spring,158.92592651057845,Facility to Substation
Plant3,Sub1,Fall,158.92592651057845,Facility to Substation
Plant3,Sub4,Winter,1202.5887020346336,Facility to Substation
Plant3,Sub4,Spring,923.0637933838261,Facility to Substation
Plant3,Sub4,Fall,923.0637933838261,Facility to Substation
Plant4,Sub3,Winter,156.7039146020319,Facility to Substation
Plant4,Sub3,Spring,1027.9846436627645,Facility to Substation
Plant4,Sub3,Fall,1027.9846436627645,Facility to Substation
Plant4,Sub4,Winter,1298.1188261554116,Facility to Substation
Plant5,Sub3,Winter,1221.1945560754764,Facility to Substation
Plant6,Sub2,Winter,1224.2641181197107,Facility to Substation
Plant6,Sub2,Spring,1224.2641181197107,Facility to Substation
Plant6,Sub2,Summer,835.4653917778096,Facility to Substation
Plant6,Sub2,Fall,1224.2641181197107,Facility to Substation
Plant7,Sub1,Winter,1201.5379984062283,Facility to Substation
Plant7,Sub2,Winter,9.770666492856112,Facility to Substation
Plant7,Sub2,Spring,1211.3086648990854,Facility to Substation
Plant7,Sub2,Fall,1211.3086648990854,Facility to Substation
Plant8,Sub3,Winter,1318.9542560689795,Facility to Substation
Plant9,Sub3,Winter,1385.0962031310921,Facility to Substation
Plant9,Sub3,Spring,1385.0962031310921,Facility to Substation
Plant9,Sub3,Summer,798.2203127558928,Facility to Substation
Plant9,Sub3,Fall,1385.0962031310921,Facility to Substation
Plant10,Sub2,Winter,1300.251815027237,Facility to Substation
Plant10,Sub2,Spring,99.89352217518433,Facility to Substation
Plant10,Sub2,Fall,99.89352217518433,Facility to Substation
Plant11,Sub1,Winter,1374.7492196941766,Facility to Substation
Plant11,Sub1,Spring,1374.7492196941766,Facility to Substation
Plant11,Sub1,Summer,510.3826266523858,Facility to Substation
Plant11,Sub1,Fall,1374.7492196941766,Facility to Substation
Plant12,Sub4,Winter,1394.124215302112,Facility to Substation
Plant12,Sub4,Spring,1394.124215302112,Facility to Substation
Plant12,Sub4,Summer,767.4380712479425,Facility to Substation
Plant12,Sub4,Fall,1394.124215302112,Facility to Substation
Sub1,City3,Winter,296.28419708367494,Substation to Customer
Sub1,City3,Spring,177.7705182502049,Substation to Customer
Sub1,City3,Summer,59.25683941673499,Substation to Customer
Sub1,City3,Fall,177.7705182502049,Substation to Customer
Sub1,City17,Winter,404.81147869399376,Substation to Customer
Sub1,City17,Spring,242.8868872163962,Substation to Customer
Sub1,City17,Summer,80.96229573879442,Substation to Customer
Sub1,City17,Fall,242.8868872163962,Substation to Customer
Sub1,City18,Winter,408.9033775012884,Substation to Customer
Sub1,City18,Spring,245.342026500773,Substation to Customer
Sub1,City18,Summer,81.78067550025769,Substation to Customer
Sub1,City18,Fall,245.342026500773,Substation to Customer
Sub1,City21,Winter,362.92559297125126,Substation to Customer
Sub1,City21,Spring,217.75535578275074,Substation to Customer
Sub1,City21,Summer,72.58511859425026,Substation to Customer
Sub1,City21,Fall,217.75535578275074,Substation to Customer
Sub1,City22,Winter,290.2699482924854,Substation to Customer
Sub1,City22,Spring,174.16196897549128,Substation to Customer
Sub1,City22,Summer,58.05398965849709,Substation to Customer
Sub1,City22,Fall,174.16196897549128,Substation to Customer
Sub1,City25,Winter,322.43792562911807,Substation to Customer
Sub1,City25,Spring,193.46275537747087,Substation to Customer
Sub1,City25,Summer,64.48758512582361,Substation to Customer
Sub1,City25,Fall,193.46275537747087,Substation to Customer
Sub1,City28,Winter,409.0569271403186,Substation to Customer
Sub1,City28,Spring,245.43415628419118,Substation to Customer
Sub1,City28,Summer,81.81138542806373,Substation to Customer
Sub1,City28,Fall,245.43415628419118,Substation to Customer
Sub2,City7,Winter,396.45162950220055,Substation to Customer
Sub2,City7,Spring,237.87097770131598,Substation to Customer
Sub2,City7,Summer,79.29032590043596,Substation to Customer
Sub2,City7,Fall,237.87097770131598,Substation to Customer
Sub2,City9,Winter,307.84073221836604,Substation to Customer
Sub2,City9,Spring,184.70443933101615,Substation to Customer
Sub2,City9,Summer,61.568146443668866,Substation to Customer
Sub2,City9,Fall,184.70443933101615,Substation to Customer
Sub2,City13,Winter,311.1261723199382,Substation to Customer
Sub2,City13,Spring,186.67570339196035,Substation to Customer
Sub2,City13,Summer,62.225234463990674,Substation to Customer
Sub2,City13,Fall,186.67570339196035,Substation to Customer
Sub2,City14,Winter,359.145847544727,Substation to Customer
Sub2,City14,Spring,215.48750852683213,Substation to Customer
Sub2,City14,Summer,71.82916950894105,Substation to Customer
Sub2,City14,Fall,215.48750852683213,Substation to Customer
Sub2,City16,Winter,295.45627047689777,Substation to Customer
Sub2,City16,Spring,177.273762286135,Substation to Customer
Sub2,City16,Summer,59.091254095368015,Substation to Customer
Sub2,City16,Fall,177.273762286135,Substation to Customer
Sub2,City19,Winter,304.9090175592936,Substation to Customer
Sub2,City19,Spring,182.94541053557035,Substation to Customer
Sub2,City19,Summer,60.98180351185873,Substation to Customer
Sub2,City19,Fall,182.94541053557035,Substation to Customer
Sub2,City26,Winter,346.33692257872065,Substation to Customer
Sub2,City26,Spring,207.8021535472324,Substation to Customer
Sub2,City26,Summer,69.26738451574413,Substation to Customer
Sub2,City26,Fall,207.8021535472324,Substation to Customer
Sub2,City27,Winter,352.4182367411966,Substation to Customer
Sub2,City27,Spring,211.45094204471587,Substation to Customer
Sub2,City27,Summer,70.48364734822846,Substation to Customer
Sub2,City27,Fall,211.45094204471587,Substation to Customer
Sub2,City30,Winter,310.36657985281556,Substation to Customer
Sub2,City30,Spring,186.21994791168612,Substation to Customer
Sub2,City30,Summer,62.07331597056679,Substation to Customer
Sub2,City30,Fall,186.21994791168612,Substation to Customer
Sub2,City31,Winter,285.92002737260685,Substation to Customer
Sub2,City31,Spring,171.5520164235641,Substation to Customer
Sub2,City31,Summer,57.18400547452138,Substation to Customer
Sub2,City31,Fall,171.5520164235641,Substation to Customer
Sub2,City33,Winter,421.70980154269915,Substation to Customer
Sub2,City33,Spring,253.02588092561928,Substation to Customer
Sub2,City33,Summer,84.34196030853985,Substation to Customer
Sub2,City33,Fall,253.02588092561928,Substation to Customer
Sub2,City38,Winter,392.014956723847,Substation to Customer
Sub2,City38,Spring,235.20897403430757,Substation to Customer
Sub2,City38,Summer,78.40299134476064,Substation to Customer
Sub2,City38,Fall,235.20897403430757,Substation to Customer
Sub3,City2,Winter,418.77371960234814,Substation to Customer
Sub3,City2,Spring,251.26423176140887,Substation to Customer
Sub3,City2,Summer,83.75474392046962,Substation to Customer
Sub3,City2,Fall,251.26423176140887,Substation to Customer
Sub3,City5,Winter,381.90447027673275,Substation to Customer
Sub3,City5,Spring,229.14268216603963,Substation to Customer
Sub3,City5,Summer,76.38089405534654,Substation to Customer
Sub3,City5,Fall,229.14268216603963,Substation to Customer
Sub3,City8,Winter,399.6233043867044,Substation to Customer
Sub3,City8,Spring,239.7739826320231,Substation to Customer
Sub3,City8,Summer,79.92466087732761,Substation to Customer
Sub3,City8,Fall,239.7739826320231,Substation to Customer
Sub3,City15,Winter,414.35845896571277,Substation to Customer
Sub3,City15,Spring,248.61507537942765,Substation to Customer
Sub3,City15,Summer,82.87169179314256,Substation to Customer
Sub3,City15,Fall,248.61507537942765,Substation to Customer
Sub3,City20,Winter,379.40300922558936,Substation to Customer
Sub3,City20,Spring,227.64180553535357,Substation to Customer
Sub3,City20,Summer,75.88060184511788,Substation to Customer
Sub3,City20,Fall,227.64180553535357,Substation to Customer
Sub3,City24,Winter,397.85808908459853,Substation to Customer
