From,To,Season,Flow,Type
Plant1,Sub4,Winter,593.1124276104974,Facility to Substation
Plant1,Sub4,Spring,355.8674565662936,Facility to Substation
Plant1,Sub4,Summer,118.62248552209239,Facility to Substation
Plant1,Sub4,Fall,355.8674565662936,Facility to Substation
Plant2,Sub1,Winter,563.8913564478223,Facility to Substation
Plant2,Sub1,Spring,338.3348138686878,Facility to Substation
Plant2,Sub1,Summer,112.77827128956115,Facility to Substation
Plant2,Sub1,Fall,338.3348138686878,Facility to Substation
Plant2,Sub3,Winter,133.47296262406346,Facility to Substation
Plant3,Sub2,Winter,786.2979127543273,Facility to Substation
Plant3,Sub2,Spring,471.77874765259827,Facility to Substation
Plant3,Sub2,Summer,157.25958255086547,Facility to Substation
Plant3,Sub2,Fall,471.77874765259827,Facility to Substation
Plant3,Sub3,Winter,132.289707505401,Facility to Substation
Plant3,Sub3,Spring,158.63483335062247,Facility to Substation
Plant3,Sub3,Summer,52.878277783539694,Facility to Substation
Plant3,Sub3,Fall,158.63483335062247,Facility to Substation
Sub1,City6,Winter,254.61311059272938,Substation to Customer
Sub1,City6,Spring,152.76786635563224,Substation to Customer
Sub1,City6,Summer,50.92262211854268,Substation to Customer
Sub1,City6,Fall,152.76786635563224,Substation to Customer
Sub1,City8,Winter,291.620619907565,Substation to Customer
Sub1,City8,Spring,174.97237194453902,Substation to Customer
Sub1,City8,Summer,58.324123981513,Substation to Customer
Sub1,City8,Fall,174.97237194453902,Substation to Customer
Sub2,City2,Winter,236.07001911672666,Substation to Customer
Sub2,City2,Spring,141.64201147003598,Substation to Customer
Sub2,City2,Summer,47.21400382334534,Substation to Customer
Sub2,City2,Fall,141.64201147003598,Substation to Customer
Sub2,City3,Winter,239.7741970936279,Substation to Customer
Sub2,City3,Spring,143.86451825617672,Substation to Customer
Sub2,City3,Summer,47.954839418725584,Substation to Customer
Sub2,City3,Fall,143.86451825617672,Substation to Customer
Sub2,City4,Winter,303.9541281377125,Substation to Customer
Sub2,City4,Spring,182.37247688262937,Substation to Customer
Sub2,City4,Summer,60.7908256275425,Substation to Customer
Sub2,City4,Fall,182.37247688262937,Substation to Customer
Sub3,City7,Winter,246.431603880066,Substation to Customer
Sub3,City7,Spring,147.85896232803896,Substation to Customer
Sub3,City7,Summer,49.286320776011934,Substation to Customer
Sub3,City7,Fall,147.85896232803896,Substation to Customer
Sub4,City1,Winter,287.8690967197798,Substation to Customer
Sub4,City1,Spring,172.72145803186237,Substation to Customer
Sub4,City1,Summer,57.57381934395244,Substation to Customer
Sub4,City1,Fall,172.72145803186237,Substation to Customer
Sub4,City5,Winter,284.5991452253685,Substation to Customer
Sub4,City5,Spring,170.75948713522186,Substation to Customer
Sub4,City5,Summer,56.91982904507037,Substation to Customer
Sub4,City5,Fall,170.75948713522186,Substation to Customer
