From,To,Season,Flow,Type
Plant1,Sub6,Winter,16.704883906848433,Facility to Substation
Plant1,Sub8,Winter,1216.1901972465093,Facility to Substation
Plant1,Sub8,Spring,729.7141183478984,Facility to Substation
Plant1,Sub8,Summer,243.23803944930782,Facility to Substation
Plant1,Sub8,Fall,729.7141183478984,Facility to Substation
Plant2,Sub1,Winter,617.739727706173,Facility to Substation
Plant3,Sub2,Winter,1074.7052518523808,Facility to Substation
Plant3,Sub2,Spring,644.8231511114277,Facility to Substation
Plant3,Sub2,Summer,214.94105037046998,Facility to Substation
Plant3,Sub2,Fall,644.8231511114277,Facility to Substation
Plant3,Sub5,Winter,589.1032567937168,Facility to Substation
Plant3,Sub5,Spring,353.4619540762174,Facility to Substation
Plant3,Sub5,Summer,117.8206513587252,Facility to Substation
Plant3,Sub5,Fall,353.4619540762174,Facility to Substation
Plant5,Sub1,Winter,603.7742607763262,Facility to Substation
Plant5,Sub1,Spring,731.3232744612269,Facility to Substation
Plant5,Sub1,Summer,243.7744248203703,Facility to Substation
Plant5,Sub1,Fall,731.3232744612269,Facility to Substation
Plant5,Sub7,Winter,1046.233562086358,Facility to Substation
Plant5,Sub7,Spring,627.7401372518073,Facility to Substation
Plant5,Sub7,Summer,209.24671241721538,Facility to Substation
Plant5,Sub7,Fall,627.7401372518073,Facility to Substation
Plant6,Sub6,Winter,1046.9555116161127,Facility to Substation
Plant6,Sub6,Spring,637.8566798020469,Facility to Substation
Plant6,Sub6,Summer,212.6188932673583,Facility to Substation
Plant6,Sub6,Fall,637.8566798020469,Facility to Substation
Plant6,Sub9,Winter,881.0346116038522,Facility to Substation
Plant6,Sub9,Spring,528.6207669622933,Facility to Substation
Plant6,Sub9,Summer,176.2069223206758,Facility to Substation
Plant6,Sub9,Fall,528.6207669622933,Facility to Substation
Sub1,City4,Winter,305.4999530811462,Substation to Customer
Sub1,City4,Spring,183.29997184870035,Substation to Customer
Sub1,City4,Summer,61.09999061623136,Substation to Customer
Sub1,City4,Fall,183.29997184870035,Substation to Customer
Sub1,City18,Winter,273.78813606101784,Substation to Customer
Sub1,City18,Spring,164.2728816366106,Substation to Customer
Sub1,City18,Summer,54.75762721218599,Substation to Customer
Sub1,City18,Fall,164.2728816366106,Substation to Customer
Sub1,City20,Winter,274.88093515234465,Substation to Customer
Sub1,City20,Spring,164.92856109136284,Substation to Customer
Sub1,City20,Summer,54.9761870304359,Substation to Customer
Sub1,City20,Fall,164.92856109136284,Substation to Customer
