From,To,Season,Flow,Type
Plant1,Sub4,Winter,266.3017309268675,Facility to Substation
Plant2,Sub2,Winter,541.7508936357148,Facility to Substation
Plant2,Sub2,Spring,325.0505361814255,Facility to Substation
Plant2,Sub2,Summer,108.35017872713591,Facility to Substation
Plant2,Sub2,Fall,325.0505361814255,Facility to Substation
Plant2,Sub4,Winter,294.66820093242006,Facility to Substation
Plant2,Sub4,Spring,335.3273655521328,Facility to Substation
Plant2,Sub4,Summer,111.7757885173776,Facility to Substation
Plant2,Sub4,Fall,335.3273655521328,Facility to Substation
Plant3,Sub1,Winter,592.1798944502315,Facility to Substation
Plant3,Sub1,Spring,355.3079366701388,Facility to Substation
Plant3,Sub1,Summer,118.43597889004629,Facility to Substation
Plant3,Sub1,Fall,355.3079366701388,Facility to Substation
Sub1,City3,Winter,286.21218444513806,Substation to Customer
Sub1,City3,Spring,171.72731066708283,Substation to Customer
Sub1,City3,Summer,57.242436889027616,Substation to Customer
Sub1,City3,Fall,171.72731066708283,Substation to Customer
Sub1,City5,Winter,288.27328584959,Substation to Customer
Sub1,City5,Spring,172.963971509754,Substation to Customer
Sub1,City5,Summer,57.654657169918,Substation to Customer
Sub1,City5,Fall,172.963971509754,Substation to Customer
Sub2,City1,Winter,237.82707356025054,Substation to Customer
Sub2,City1,Spring,142.69624413614758,Substation to Customer
Sub2,City1,Summer,47.56541471204662,Substation to Customer
Sub2,City1,Fall,142.69624413614758,Substation to Customer
Sub2,City6,Winter,276.8611999038201,Substation to Customer
Sub2,City6,Spring,166.11671994229158,Substation to Customer
Sub2,City6,Summer,55.37223998076081,Substation to Customer
Sub2,City6,Fall,166.11671994229158,Substation to Customer
Sub4,City2,Winter,291.6330964627293,Substation to Customer
Sub4,City2,Spring,174.97985787763758,Substation to Customer
Sub4,City2,Summer,58.326619292545864,Substation to Customer
Sub4,City2,Fall,174.97985787763758,Substation to Customer
Sub4,City4,Winter,261.5724932477425,Substation to Customer
Sub4,City4,Spring,156.94349594864548,Substation to Customer
Sub4,City4,Summer,52.3144986495485,Substation to Customer
Sub4,City4,Fall,156.94349594864548,Substation to Customer
