From,To,Season,Flow,Type
Plant1,Sub3,Winter,2122.273159291704,Facility to Substation
Plant1,Sub3,Spring,1273.3638955749916,Facility to Substation
Plant1,Sub3,Summer,424.45463185831215,Facility to Substation
Plant1,Sub3,Fall,1273.3638955749916,Facility to Substation
Plant3,Sub4,Winter,1954.3270899194006,Facility to Substation
Plant3,Sub4,Spring,1172.5962539516402,Facility to Substation
Plant3,Sub4,Summer,390.86541798387975,Facility to Substation
Plant3,Sub4,Fall,1172.5962539516402,Facility to Substation
Plant4,Sub5,Winter,2112.2195851725405,Facility to Substation
Plant4,Sub5,Spring,1267.331751103524,Facility to Substation
Plant4,Sub5,Summer,422.44391703450776,Facility to Substation
Plant4,Sub5,Fall,1267.331751103524,Facility to Substation
Plant4,Sub6,Winter,1142.950332751221,Facility to Substation
Plant5,Sub2,Winter,2006.9491707237519,Facility to Substation
Plant5,Sub2,Spring,1204.169502434183,Facility to Substation
Plant5,Sub2,Summer,401.3898341446818,Facility to Substation
Plant5,Sub2,Fall,1204.169502434183,Facility to Substation
Plant5,Sub6,Winter,949.0100246185307,Facility to Substation
Plant5,Sub6,Spring,1248.5235071061236,Facility to Substation
Plant5,Sub6,Summer,416.17450236870764,Facility to Substation
Plant5,Sub6,Fall,1248.5235071061236,Facility to Substation
Sub2,City2,Winter,265.0698002309754,Substation to Customer
Sub2,City2,Spring,159.04188013857276,Substation to Customer
Sub2,City2,Summer,53.01396004618243,Substation to Customer
Sub2,City2,Fall,159.04188013857276,Substation to Customer
Sub2,City6,Winter,352.6512138911381,Substation to Customer
Sub2,City6,Spring,211.59072833465837,Substation to Customer
Sub2,City6,Summer,70.53024277819998,Substation to Customer
Sub2,City6,Fall,211.59072833465837,Substation to Customer
Sub2,City11,Winter,299.9441399436247,Substation to Customer
Sub2,City11,Spring,179.96648396617488,Substation to Customer
Sub2,City11,Summer,59.98882798872495,Substation to Customer
Sub2,City11,Fall,179.96648396617488,Substation to Customer
Sub2,City15,Winter,384.1216470196105,Substation to Customer
Sub2,City15,Spring,230.47298821176656,Substation to Customer
Sub2,City15,Summer,76.82432940392201,Substation to Customer
Sub2,City15,Fall,230.47298821176656,Substation to Customer
Sub2,City16,Winter,290.88312048188254,Substation to Customer
Sub2,City16,Spring,174.52987228910104,Substation to Customer
Sub2,City16,Summer,58.17662409635125,Substation to Customer
Sub2,City16,Fall,174.52987228910104,Substation to Customer
Sub2,City25,Winter,328.9980037184235,Substation to Customer
Sub2,City25,Spring,197.39880223105402,Substation to Customer
Sub2,City25,Summer,65.79960074368469,Substation to Customer
Sub2,City25,Fall,197.39880223105402,Substation to Customer
Sub3,City3,Winter,334.38017464408654,Substation to Customer
Sub3,City3,Spring,200.62810478645167,Substation to Customer
Sub3,City3,Summer,66.87603492881722,Substation to Customer
Sub3,City3,Fall,200.62810478645167,Substation to Customer
Sub3,City8,Winter,373.0003703777773,Substation to Customer
Sub3,City8,Spring,223.8002222266664,Substation to Customer
Sub3,City8,Summer,74.60007407555545,Substation to Customer
Sub3,City8,Fall,223.8002222266664,Substation to Customer
Sub3,City13,Winter,378.47547402639566,Substation to Customer
Sub3,City13,Spring,227.0852844158377,Substation to Customer
Sub3,City13,Summer,75.69509480527918,Substation to Customer
Sub3,City13,Fall,227.0852844158377,Substation to Customer
