From,To,Season,Flow,Type
Plant1,Sub3,Winter,1437.2412045781923,Facility to Substation
Plant1,Sub3,Spring,862.3447227467434,Facility to Substation
Plant1,Sub3,Summer,287.4482409157348,Facility to Substation
Plant1,Sub3,Fall,862.3447227467434,Facility to Substation
Plant3,Sub4,Winter,1628.6583774301537,Facility to Substation
Plant3,Sub4,Spring,977.1950264580923,Facility to Substation
Plant3,Sub4,Summer,325.73167548603095,Facility to Substation
Plant3,Sub4,Fall,977.1950264580923,Facility to Substation
Plant4,Sub5,Winter,1406.513608088113,Facility to Substation
Plant4,Sub5,Spring,843.9081648528677,Facility to Substation
Plant4,Sub5,Summer,281.30272161762264,Facility to Substation
Plant4,Sub5,Fall,843.9081648528677,Facility to Substation
Plant4,Sub6,Winter,1254.2369495399898,Facility to Substation
Plant5,Sub2,Winter,1437.7164464007985,Facility to Substation
Plant5,Sub2,Spring,862.6298678403328,Facility to Substation
Plant5,Sub2,Summer,287.5432892800825,Facility to Substation
Plant5,Sub2,Fall,862.6298678403328,Facility to Substation
Plant5,Sub6,Winter,320.4159731826082,Facility to Substation
Plant5,Sub6,Spring,937.4912865087207,Facility to Substation
Plant5,Sub6,Summer,312.49709550254664,Facility to Substation
Plant5,Sub6,Fall,937.4912865087207,Facility to Substation
Plant5,Sub9,Winter,1432.5652295217708,Facility to Substation
Plant5,Sub9,Spring,859.5391377130621,Facility to Substation
Plant5,Sub9,Summer,286.51304590435404,Facility to Substation
Plant5,Sub9,Fall,859.5391377130621,Facility to Substation
Sub2,City2,Winter,380.39162954041774,Substation to Customer
Sub2,City2,Spring,228.23497772423298,Substation to Customer
Sub2,City2,Summer,76.07832590806538,Substation to Customer
Sub2,City2,Fall,228.23497772423298,Substation to Customer
Sub2,City8,Winter,346.60068779350394,Substation to Customer
Sub2,City8,Spring,207.9604126760845,Substation to Customer
Sub2,City8,Summer,69.32013755868263,Substation to Customer
Sub2,City8,Fall,207.9604126760845,Substation to Customer
Sub2,City20,Winter,389.2265617356265,Substation to Customer
Sub2,City20,Spring,233.53593704132277,Substation to Customer
